0 ['http://en.wikipedia.org/wiki/Roman_Catholic', 0.0010440121794789519]
37 ['http://catholicnews.org.uk/Governance-and-Contact/Terms-and-Conditions', 0.00014489069337269525]
38 ['http://catholicnews.org.uk/', 0.00014489069337269525]
39 ['http://catholicnews.org.uk/Governance-and-Contact/Catholic-Trust-CaTEW', 0.00014489069337269525]
40 ['http://catholicnews.org.uk/Governance-and-Contact/Accessibility-Statement', 0.00014489069337269525]
41 ['https://en.wikipedia.org/wiki/Category:European_Roman_Catholic_diocese_stubs', 0.0001385215254190932]
42 ['https://simple.wikipedia.org/wiki/Category:Roman_Catholic_churches', 0.00013785306387332146]
43 ['https://en.wikipedia.org/wiki/Category:Roman_Catholic_church_buildings', 0.00013690785774275526]
44 ['http://en.wikipedia.org/wiki/Eastern_Catholic_Churches', 0.00013535186958040033]
45 ['http://en.wikipedia.org/wiki/File:Usa_edcp_location_map.svg', 0.0001284269869474225]
46 ['http://catholicnews.org.uk/Home', 0.00012332017672571992]
47 ['https://en.wikipedia.org/wiki/Catholic_religious_order', 0.0001173205886365253]
48 ['https://en.wikipedia.org/wiki/Ukrainian_Greek_Catholic_Church', 0.00011282091670114836]
49 ['https://en.wikipedia.org/wiki/History_of_the_Catholic_Church', 0.00011096113609701476]
50 ['https://en.wikipedia.org/wiki/Syro-Malabar_Catholic_Church', 0.00011091047569808836]
51 ['https://en.wikipedia.org/wiki/Catechism_of_the_Catholic_Church', 0.000110053499330926]
52 ['https://commons.wikimedia.org/wiki/Category:Roman_Catholic_churches', 0.00010851432052205462]
53 ['http://en.wikipedia.org/wiki/Category:Roman_Catholic_church_buildings', 0.00010560836620227367]
54 ['https://en.wikipedia.org/wiki/Coptic_Catholic_Church', 0.00010461610027090015]
55 ['https://en.wikipedia.org/wiki/Mariology_of_the_Catholic_Church', 0.00010367658788011946]
56 ['https://en.wikipedia.org/wiki/Sacraments_of_the_Catholic_Church', 0.00010271554541170981]
57 ['http://en.wikipedia.org/wiki/Ukrainian_Greek_Catholic_Church', 0.00010260569791086625]
58 ['https://en.wikipedia.org/wiki/Timeline_of_the_Catholic_Church', 0.00010257419397044574]
59 ['https://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints_membership_statistics', 0.00010091512072257829]
60 ['http://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints', 9.878110796804113e-05]
61 ['http://catholicherald.co.uk/commentandblogs/2018/07/20/patriarch-kirill-is-wrong-to-blame-the-tsars-murder-on-foreign-influence/', 9.679555909477824e-05]
62 ['https://en.wikipedia.org/wiki/Marriage_in_the_Catholic_Church', 9.6754627257373e-05]
63 ['http://catholicherald.co.uk/commentandblogs/2018/07/20/are-you-just-a-sunday-morning-catholic/', 9.649686131110099e-05]
64 ['http://catholicherald.co.uk/news/2018/07/22/teenager-to-be-canonised-during-youth-synod/', 9.649686131110099e-05]
65 ['http://en.wikipedia.org/wiki/Category:Former_Roman_Catholic_dioceses_in_Europe', 9.321913444879799e-05]
66 ['http://en.wikipedia.org/wiki/Category:Chinese_Roman_Catholic_diocese_stubs', 9.202870578321318e-05]
67 ['https://en.wikipedia.org/wiki/Category:Chinese_Roman_Catholic_diocese_stubs', 9.196597418006629e-05]
68 ['http://en.wikipedia.org/wiki/Syro-Malabar_Catholic_Church', 9.09783031887766e-05]
69 ['https://en.wikipedia.org/wiki/God_the_Father', 9.081217475107313e-05]
70 ['http://en.wikipedia.org/wiki/History_of_the_Catholic_Church', 9.072793272095238e-05]
71 ['https://en.wikipedia.org/wiki/Armenian_Catholic_Church', 9.0692890626336e-05]
72 ['http://www.catholicnews.org.uk/Home/Podcasts', 9.058483675006125e-05]
73 ['http://www.catholicnews.org.uk/Governance-and-Contact/Privacy-Policy', 9.058483675006125e-05]
74 ['http://www.catholicnews.org.uk/Governance-and-Contact/Terms-and-Conditions', 9.058483675006125e-05]
75 ['http://www.catholicnews.org.uk/Governance-and-Contact/Accessibility-Statement', 9.058483675006125e-05]
76 ['http://www.catholicnews.org.uk/Governance-and-Contact/Contact-Us', 9.058483675006125e-05]
77 ['http://www.catholicnews.org.uk/Home/Special-Events', 9.058483675006125e-05]
78 ['http://www.catholicnews.org.uk/Home/Featured', 9.058483675006125e-05]
79 ['http://www.catholicnews.org.uk/Home/Videos', 9.058483675006125e-05]
80 ['http://www.catholicnews.org.uk/Governance-and-Contact/Content-Submission', 9.058483675006125e-05]
81 ['http://www.catholicnews.org.uk/Governance-and-Contact/Catholic-Trust-CaTEW', 9.058483675006125e-05]
82 ['http://www.catholicnews.org.uk/Home/Donate', 9.058483675006125e-05]
83 ['http://www.catholicnews.org.uk/Home/Directory', 9.058483675006125e-05]
84 ['http://www.catholicnews.org.uk/Home/Images', 9.058483675006125e-05]
85 ['http://www.catholicnews.org.uk/Home/News', 9.058483675006125e-05]
86 ['https://en.wikipedia.org/wiki/Eucharist_in_the_Catholic_Church', 9.030928377352048e-05]
87 ['https://en.wikipedia.org/wiki/Syro-Malankara_Catholic_Church', 8.95277626261671e-05]
88 ['http://en.wikipedia.org/wiki/Catholic_religious_order', 8.950894975073566e-05]
89 ['https://en.wikipedia.org/wiki/Priesthood_in_the_Catholic_Church', 8.918226980897921e-05]
90 ['https://en.wikipedia.org/wiki/Greek_Byzantine_Catholic_Church', 8.865548357242108e-05]
91 ['https://en.wikipedia.org/wiki/Hungarian_Greek_Catholic_Church', 8.844028498009917e-05]
92 ['http://en.wikipedia.org/wiki/Catholic_Church_in_France', 8.741466285496767e-05]
93 ['https://en.wikipedia.org/wiki/Hierarchy_of_the_Catholic_Church', 8.73386008967493e-05]
94 ['https://en.wikipedia.org/wiki/Chaldean_Catholic_Church', 8.66435118568106e-05]
95 ['https://en.wikipedia.org/wiki/Greek_Catholic_Church_of_Croatia_and_Serbia', 8.599435531279632e-05]
96 ['http://en.wikipedia.org/wiki/Catechism_of_the_Catholic_Church', 8.519655946544922e-05]
97 ['https://en.wikipedia.org/wiki/Catholic_Church_in_France', 8.482384123078647e-05]
98 ['https://en.wikipedia.org/wiki/Index_of_Catholic_Church_articles', 8.475577421898383e-05]
99 ['https://en.wikipedia.org/wiki/Catholic_Bible', 8.448582672673514e-05]
100 ['https://en.wikipedia.org/wiki/Dogma_in_the_Catholic_Church', 8.415581612137652e-05]
101 ['http://www.catholic-ew.org.uk/', 8.390727167577546e-05]
102 ['https://en.wikipedia.org/wiki/Italo-Albanian_Catholic_Church', 8.380473151664209e-05]
103 ['http://www.catholic-ew.org.uk/Home/Videos', 8.358680661538387e-05]
104 ['http://www.catholic-ew.org.uk/Home/Special-Events', 8.358680661538387e-05]
105 ['http://www.catholic-ew.org.uk/Home/Donate', 8.358680661538387e-05]
106 ['http://www.catholic-ew.org.uk/Home/Directory', 8.358680661538387e-05]
107 ['http://www.catholic-ew.org.uk/Home/Images', 8.358680661538387e-05]
108 ['http://www.catholic-ew.org.uk/Home/News', 8.358680661538387e-05]
109 ['http://www.catholic-ew.org.uk/Home/Featured', 8.358680661538387e-05]
110 ['http://www.catholic-ew.org.uk/Governance-and-Contact/Accessibility-Statement', 8.358680661538387e-05]
111 ['http://www.catholic-ew.org.uk/Home/Podcasts', 8.358680661538387e-05]
112 ['http://www.catholic-ew.org.uk/Governance-and-Contact/Content-Submission', 8.358680661538387e-05]
113 ['http://www.catholic-ew.org.uk/Governance-and-Contact/Catholic-Trust-CaTEW', 8.358680661538387e-05]
114 ['http://www.catholic-ew.org.uk/Governance-and-Contact/Contact-Us', 8.358680661538387e-05]
115 ['http://www.catholic-ew.org.uk/Governance-and-Contact/Terms-and-Conditions', 8.358680661538387e-05]
116 ['http://www.catholic-ew.org.uk/Governance-and-Contact/Privacy-Policy', 8.358680661538387e-05]
117 ['https://en.wikipedia.org/wiki/Anointing_of_the_Sick_in_the_Catholic_Church', 8.331451266127869e-05]
118 ['https://en.wikipedia.org/wiki/Ruthenian_Greek_Catholic_Church', 8.309266327403171e-05]
119 ['https://en.wikipedia.org/wiki/Melkite_Greek_Catholic_Church', 8.295607846245162e-05]
120 ['https://en.wikipedia.org/wiki/Slovak_Greek_Catholic_Church', 8.261892755359662e-05]
121 ['https://en.wikipedia.org/wiki/File:Usa_edcp_location_map.svg', 8.241095021088173e-05]
122 ['http://en.wikipedia.org/wiki/Timeline_of_the_Catholic_Church', 8.237047795604231e-05]
123 ['https://en.wikipedia.org/wiki/Syriac_Catholic_Church', 8.231826248467788e-05]
124 ['https://en.wikipedia.org/wiki/Outline_of_the_Catholic_Church', 8.22928605631217e-05]
125 ['http://en.wikipedia.org/wiki/Mariology_of_the_Catholic_Church', 8.208608269847217e-05]
126 ['https://en.wikipedia.org/wiki/Bishop_in_the_Catholic_Church', 8.18140732091656e-05]
127 ['https://en.wikipedia.org/wiki/Catholic_Church_in_Georgia', 8.151777639711493e-05]
128 ['https://en.wikipedia.org/wiki/Jesus_in_Christianity', 8.129727934995268e-05]
129 ['https://en.wikipedia.org/wiki/Albanian_Greek_Catholic_Church', 8.127118283399111e-05]
130 ['https://en.wikipedia.org/wiki/Russian_Greek_Catholic_Church', 8.11233159244293e-05]
131 ['http://en.wikipedia.org/wiki/Sacraments_of_the_Catholic_Church', 8.107288744645522e-05]
132 ['https://en.wikipedia.org/wiki/Holy_orders_in_the_Catholic_Church', 8.091641984640308e-05]
133 ['https://en.wikipedia.org/wiki/Veneration_of_Mary_in_the_Catholic_Church', 8.056464317524121e-05]
134 ['https://en.wikipedia.org/wiki/Eritrean_Catholic_Church', 8.051591151741917e-05]
135 ['https://en.wikipedia.org/wiki/Belarusian_Greek_Catholic_Church', 8.034730419332155e-05]
136 ['http://ctscatholiccompass.org/tag/vocation/', 7.998220818903897e-05]
137 ['http://ctscatholiccompass.org/category/understanding-your-faith/feast-days/', 7.998220818903897e-05]
138 ['http://ctscatholiccompass.org/tag/faith/', 7.998220818903897e-05]
139 ['http://ctscatholiccompass.org/tag/world-youth-day/', 7.998220818903897e-05]
140 ['http://ctscatholiccompass.org/tag/missal/', 7.998220818903897e-05]
141 ['http://ctscatholiccompass.org/tag/gospel/', 7.998220818903897e-05]
142 ['http://ctscatholiccompass.org/tag/roman-missal-2/', 7.998220818903897e-05]
143 ['http://ctscatholiccompass.org/tag/saint/', 7.998220818903897e-05]
144 ['http://ctscatholiccompass.org/tag/jesus-of-nazareth-ii/', 7.998220818903897e-05]
145 ['http://ctscatholiccompass.org/tag/catechism-of-the-catholic-church/', 7.998220818903897e-05]
146 ['http://ctscatholiccompass.org/category/current-affairs-news/', 7.998220818903897e-05]
147 ['http://ctscatholiccompass.org/tag/pope-benedict-xvi/', 7.998220818903897e-05]
148 ['http://ctscatholiccompass.org/tag/book/', 7.998220818903897e-05]
149 ['http://ctscatholiccompass.org/tag/catholic-history/', 7.998220818903897e-05]
150 ['http://ctscatholiccompass.org/tag/abbot-cuthbert-johnson-osb/', 7.998220818903897e-05]
151 ['http://ctscatholiccompass.org/tag/prayer/', 7.998220818903897e-05]
152 ['http://ctscatholiccompass.org/tag/pope-john-paul-ii/', 7.998220818903897e-05]
153 ['http://ctscatholiccompass.org/tag/england/', 7.998220818903897e-05]
154 ['http://ctscatholiccompass.org/tag/family/', 7.998220818903897e-05]
155 ['http://ctscatholiccompass.org/tag/evangelisation/', 7.998220818903897e-05]
156 ['http://ctscatholiccompass.org/tag/youth-2/', 7.998220818903897e-05]
157 ['http://ctscatholiccompass.org/tag/cts/', 7.998220818903897e-05]
158 ['http://ctscatholiccompass.org/tag/catholic/', 7.998220818903897e-05]
159 ['http://ctscatholiccompass.org/tag/spirituality/', 7.998220818903897e-05]
160 ['http://ctscatholiccompass.org/category/prayer-spirituality/', 7.998220818903897e-05]
161 ['http://ctscatholiccompass.org/tag/community/', 7.998220818903897e-05]
162 ['http://ctscatholiccompass.org/tag/love/', 7.998220818903897e-05]
163 ['http://ctscatholiccompass.org/tag/mercy/', 7.998220818903897e-05]
164 ['http://ctscatholiccompass.org/tag/liturgy/', 7.998220818903897e-05]
165 ['http://ctscatholiccompass.org/tag/liturgy-office/', 7.998220818903897e-05]
166 ['http://ctscatholiccompass.org/tag/catechism/', 7.998220818903897e-05]
167 ['http://ctscatholiccompass.org/tag/life-of-jesus/', 7.998220818903897e-05]
168 ['http://ctscatholiccompass.org/tag/children/', 7.998220818903897e-05]
169 ['http://ctscatholiccompass.org/tag/youcat/', 7.998220818903897e-05]
170 ['http://ctscatholiccompass.org/category/christian-living/', 7.998220818903897e-05]
171 ['http://ctscatholiccompass.org/tag/icel/', 7.998220818903897e-05]
172 ['http://ctscatholiccompass.org/tag/author/', 7.998220818903897e-05]
173 ['http://ctscatholiccompass.org/tag/pilgrimage/', 7.998220818903897e-05]
174 ['http://ctscatholiccompass.org/category/prayer-spirituality/prayer/', 7.998220818903897e-05]
175 ['http://ctscatholiccompass.org/tag/papal-visit-2010/', 7.998220818903897e-05]
176 ['http://ctscatholiccompass.org/tag/peter-jennings/', 7.998220818903897e-05]
177 ['http://ctscatholiccompass.org/tag/marriage/', 7.998220818903897e-05]
178 ['http://ctscatholiccompass.org/category/understanding-your-faith/', 7.998220818903897e-05]
179 ['http://ctscatholiccompass.org/tag/joy/', 7.998220818903897e-05]
180 ['http://ctscatholiccompass.org/category/understanding-your-faith/liturgical-seasons/', 7.998220818903897e-05]
181 ['http://ctscatholiccompass.org/tag/feast/', 7.998220818903897e-05]
182 ['http://ctscatholiccompass.org/tag/year-of-mercy/', 7.998220818903897e-05]
183 ['http://ctscatholiccompass.org/tag/mass/', 7.998220818903897e-05]
184 ['http://ctscatholiccompass.org/category/prayer-spirituality/saints/', 7.998220818903897e-05]
185 ['http://ctscatholiccompass.org/about-us/', 7.998220818903897e-05]
186 ['http://ctscatholiccompass.org/tag/pope-2/', 7.998220818903897e-05]
187 ['http://ctscatholiccompass.org/tag/young-people/', 7.998220818903897e-05]
188 ['http://ctscatholiccompass.org/tag/pope-francis/', 7.998220818903897e-05]
189 ['http://ctscatholiccompass.org/tag/church/', 7.998220818903897e-05]
190 ['http://ctscatholiccompass.org/category/understanding-your-faith/liturgy-2/', 7.998220818903897e-05]
191 ['https://en.wikipedia.org/wiki/Romanian_Greek_Catholic_Church', 7.907316130061777e-05]
192 ['https://en.wikipedia.org/wiki/Catholic_Church_in_Italy', 7.819880234577965e-05]
193 ['http://en.wikipedia.org/wiki/Coptic_Catholic_Church', 7.79677778813083e-05]
194 ['https://en.wikipedia.org/wiki/Ethiopian_Catholic_Church', 7.745945664200034e-05]
195 ['https://en.wikipedia.org/wiki/Catholic_particular_churches_and_liturgical_rites', 7.674122389361498e-05]
196 ['https://en.wikipedia.org/wiki/Holy_Roman_Empire', 7.649694536308993e-05]
197 ['https://en.wikipedia.org/wiki/Bulgarian_Greek_Catholic_Church', 7.594944113164567e-05]
198 ['http://en.wikipedia.org/wiki/Marriage_in_the_Catholic_Church', 7.576319176688126e-05]
199 ['https://en.wikipedia.org/wiki/Catholic_Church_in_the_United_States', 7.528168438214945e-05]
200 ['https://en.wikipedia.org/wiki/Confirmation_in_the_Catholic_Church', 7.526181879514518e-05]
201 ['http://www.catholicnews.org.uk/Home', 7.489160789767272e-05]
202 ['https://en.wikipedia.org/wiki/Order_of_precedence_in_the_Catholic_Church', 7.472035456312749e-05]
203 ['http://en.wikipedia.org/wiki/Category:Former_Roman_Catholic_dioceses_in_America', 7.453547681054255e-05]
204 ['http://en.wikipedia.org/wiki/Syro-Malankara_Catholic_Church', 7.428474937973433e-05]
205 ['https://en.wikipedia.org/wiki/Catholic_Church_and_the_Age_of_Discovery', 7.424824299274829e-05]
206 ['http://en.wikipedia.org/wiki/Holy_Roman_Empire', 7.338106511076618e-05]
207 ['http://en.wikipedia.org/wiki/Greek_Byzantine_Catholic_Church', 7.333245229012562e-05]
208 ['http://en.wikipedia.org/wiki/Hungarian_Greek_Catholic_Church', 7.171264856951077e-05]
209 ['http://en.wikipedia.org/wiki/Priesthood_in_the_Catholic_Church', 7.149057545249397e-05]
210 ['http://en.wikipedia.org/wiki/Catholic_Church_in_Italy', 7.061267071676294e-05]
211 ['http://en.wikipedia.org/wiki/Armenian_Catholic_Church', 7.004878432625941e-05]
212 ['http://en.wikipedia.org/wiki/Catholic_Church_in_the_United_States', 6.989699860813726e-05]
213 ['http://en.wikipedia.org/wiki/Hierarchy_of_the_Catholic_Church', 6.967501357802029e-05]
214 ['http://en.wikipedia.org/wiki/Greek_Catholic_Church_of_Croatia_and_Serbia', 6.930232978958229e-05]
215 ['http://en.wikipedia.org/wiki/Eucharist_in_the_Catholic_Church', 6.929234397934478e-05]
216 ['http://en.wikipedia.org/wiki/Melkite_Greek_Catholic_Church', 6.776238968328264e-05]
217 ['http://en.wikipedia.org/wiki/Catholic_Church_in_Georgia', 6.761008236107319e-05]
218 ['http://en.wikipedia.org/wiki/Ruthenian_Greek_Catholic_Church', 6.743391605366836e-05]
219 ['http://en.wikipedia.org/wiki/Italo-Albanian_Catholic_Church', 6.732019093376943e-05]
220 ['http://en.wikipedia.org/wiki/Chaldean_Catholic_Church', 6.706173541532459e-05]
221 ['http://en.wikipedia.org/wiki/Index_of_Catholic_Church_articles', 6.687372964980726e-05]
222 ['http://en.wikipedia.org/wiki/Slovak_Greek_Catholic_Church', 6.666145583354463e-05]
223 ['http://en.wikipedia.org/wiki/God_the_Father', 6.63815309889686e-05]
224 ['http://en.wikipedia.org/wiki/Dogma_in_the_Catholic_Church', 6.633371839459306e-05]
225 ['http://en.wikipedia.org/wiki/Catholic_Bible', 6.602163158541612e-05]
226 ['http://www.saintaugustineinstitute.org/', 6.588524372205351e-05]
227 ['http://en.wikipedia.org/wiki/The_Church_of_Jesus_Christ_of_Latter-day_Saints_membership_statistics', 6.541470480856438e-05]
228 ['http://en.wikipedia.org/wiki/Bishop_in_the_Catholic_Church', 6.528542400111153e-05]
229 ['http://en.wikipedia.org/wiki/Anointing_of_the_Sick_in_the_Catholic_Church', 6.51820809406227e-05]
230 ['http://en.wikipedia.org/wiki/Outline_of_the_Catholic_Church', 6.457351417827437e-05]
231 ['https://en.wikipedia.org/wiki/God_in_Christianity', 6.429871828363774e-05]
232 ['http://en.wikipedia.org/wiki/Russian_Greek_Catholic_Church', 6.416198165667618e-05]
233 ['http://en.wikipedia.org/wiki/Albanian_Greek_Catholic_Church', 6.398328069763674e-05]
234 ['https://simple.wikipedia.org/wiki/Holy_Roman_Emperor', 6.36767472494296e-05]
235 ['https://en.wikipedia.org/wiki/Charles_V,_Holy_Roman_Emperor', 6.353885252790511e-05]
236 ['http://en.wikipedia.org/wiki/Veneration_of_Mary_in_the_Catholic_Church', 6.336641852346929e-05]
237 ['http://en.wikipedia.org/wiki/Eritrean_Catholic_Church', 6.334385660767945e-05]
238 ['http://en.wikipedia.org/wiki/Syriac_Catholic_Church', 6.323535509165766e-05]
239 ['http://store.catholicism.org/', 6.31207561314408e-05]
240 ['http://en.wikipedia.org/wiki/Belarusian_Greek_Catholic_Church', 6.305651670988031e-05]
241 ['http://en.wikipedia.org/wiki/Category:Roman_Catholic_churches_by_year_of_completion', 6.243632321236008e-05]
242 ['https://simple.wikipedia.org/wiki/Catholic_Church', 6.238021211257186e-05]
243 ['http://en.wikipedia.org/wiki/Holy_orders_in_the_Catholic_Church', 6.231844780822417e-05]
244 ['http://catholicism.org/israel-knesset-passes-racist-law-denying-non-jews-right-of-self-determination.html', 6.215108543566142e-05]
245 ['http://catholicism.org/scotland-chaplain-removed-from-catholic-university-for-holding-reparation-service-atoning-homosexual-pride-event.html', 6.215108543566142e-05]
246 ['http://catholicism.org/ireland-priest-gets-punished-for-telling-catholics-who-voted-pro-abortion-to-go-to-confession.html', 6.215108543566142e-05]
247 ['http://catholicism.org/nigeria-christians-being-slaughtered-by-hundreds-by-fulani-moslem-terrorists.html', 6.215108543566142e-05]
248 ['https://reconquest.net/', 6.215108543566142e-05]
249 ['http://catholicism.org/teilhard-de-chardins-racism-and-eugenicism.html', 6.215108543566142e-05]
250 ['http://en.wikipedia.org/wiki/Romanian_Greek_Catholic_Church', 6.212108800907813e-05]
251 ['http://bonaventuredesign.com/', 6.211767752754033e-05]
252 ['https://commons.wikimedia.org/wiki/Category:Roman_Catholic_Church_by_country', 6.165919228138241e-05]
253 ['https://en.wikipedia.org/wiki/Frederick_II,_Holy_Roman_Emperor', 6.121379664032264e-05]
254 ['https://reconquest.net/2018/06/23/episode-134-saint-leo-the-great-and-his-times-guest-charles-coulombe/', 6.111026732450318e-05]
255 ['https://reconquest.net/2018/07/07/episode-135-the-restoration-of-christian-order-practical-examples-guest-john-horvat-ii/', 6.110350298862956e-05]
256 ['https://reconquest.net/2018/07/07/episode-136-the-divinity-of-jesus-christ/', 6.109395658300894e-05]
257 ['http://en.wikipedia.org/wiki/Catholic_particular_churches_and_liturgical_rites', 6.097773445248507e-05]
258 ['http://en.wikipedia.org/wiki/Ethiopian_Catholic_Church', 6.070775052648853e-05]
259 ['http://www.ihmsnh.org/', 6.0657193711530986e-05]
260 ['https://reconquest.net/2018/06/16/episode-133-what-exactly-is-liberalism-and-why-is-it-condemned/', 6.056915593417129e-05]
261 ['https://reconquest.net/2018/07/15/episode-137-seeking-the-truth-about-abraham-guest-scott-smith/', 6.055284519267704e-05]
262 ['http://en.wikipedia.org/wiki/Bulgarian_Greek_Catholic_Church', 6.054585775117361e-05]
263 ['http://catholicism.org/', 6.015885756897533e-05]
264 ['http://catholicism.org/donations', 6.0153515247790226e-05]
265 ['https://en.wikipedia.org/wiki/Christian_Church', 5.943622687727763e-05]
266 ['https://store.catholicism.org/', 5.926657832325949e-05]
267 ['http://catholicism.org/category/literature-and-poetry', 5.9183844552010675e-05]
268 ['http://catholicism.org/aboutushtm', 5.9183844552010675e-05]
269 ['http://catholicism.org/category/holy-places', 5.9183844552010675e-05]
270 ['http://catholicism.org/category/four-last-things', 5.9183844552010675e-05]
271 ['http://catholicism.org/saint-mary-magdalen-77.html', 5.9183844552010675e-05]
272 ['http://catholicism.org/category/morals', 5.9183844552010675e-05]
273 ['http://catholicism.org/category/heresies-and-errors', 5.9183844552010675e-05]
274 ['http://catholicism.org/contactus', 5.9183844552010675e-05]
275 ['http://catholicism.org/category/angels-and-demons', 5.9183844552010675e-05]
276 ['http://catholicism.org/author/srmariethrse/', 5.9183844552010675e-05]
277 ['http://catholicism.org/category/miracles-and-apparitions', 5.9183844552010675e-05]
278 ['http://catholicism.org/category/catholic-america', 5.9183844552010675e-05]
279 ['http://catholicism.org/category/arts-and-culture', 5.9183844552010675e-05]
280 ['http://catholicism.org/category/lives-of-the-saints', 5.9183844552010675e-05]
281 ['http://www.youtube.com/mancipia', 5.9183844552010675e-05]
282 ['http://catholicism.org/category/current-issues-in-the-church', 5.9183844552010675e-05]
283 ['http://catholicism.org/category/patrology', 5.9183844552010675e-05]
284 ['http://catholicism.org/category/outside-the-church-there-is-no-salvation', 5.9183844552010675e-05]
285 ['http://catholicism.org/category/sermons', 5.9183844552010675e-05]
286 ['http://catholicism.org/category/philosophy', 5.9183844552010675e-05]
287 ['http://catholicism.org/category/biography', 5.9183844552010675e-05]
288 ['http://catholicism.org/category/theology', 5.9183844552010675e-05]
289 ['http://catholicism.org/category/faith-and-reason', 5.9183844552010675e-05]
290 ['http://www.catholicism.org/brother-francis_bio.html', 5.9183844552010675e-05]
291 ['http://catholicism.org/category/polemics', 5.9183844552010675e-05]
292 ['http://catholicism.org/category/marriage-and-family', 5.9183844552010675e-05]
293 ['http://www.catholicism.org/about-bam.html', 5.9183844552010675e-05]
294 ['http://catholicism.org/category/sacramentals-and-relics', 5.9183844552010675e-05]
295 ['http://catholicism.org/category/sacraments', 5.9183844552010675e-05]
296 ['http://catholicism.org/category/press-releases', 5.9183844552010675e-05]
297 ['http://catholicism.org/category/articles', 5.9183844552010675e-05]
298 ['http://catholicism.org/category/book-reviews', 5.9183844552010675e-05]
299 ['http://catholicism.org/category/saint-benedict-center-in-richmond-new-hampshire', 5.9183844552010675e-05]
300 ['http://catholicism.org/category/announcements', 5.9183844552010675e-05]
301 ['http://catholicism.org/the-brothers', 5.9183844552010675e-05]
302 ['http://catholicism.org/category/history', 5.9183844552010675e-05]
303 ['http://catholicism.org/category/the-slaves-of-the-immaculate-heart-of-mary', 5.9183844552010675e-05]
304 ['http://catholicism.org/category/vocations-and-states-in-life', 5.9183844552010675e-05]
305 ['http://catholicism.org/category/holy-scripture', 5.9183844552010675e-05]
